name,genre,year,score,votes,director,writer,star,country,budget,gross,company,runtime,month,id,Earn,Category
SilentRage,Action,1982,5.5,5300.0,MichaelMiller,JosephFraley,ChuckNorris,UnitedStates,4500000.0,10490791.0,ColumbiaPictures,103.0,April,145,5990791,masterpiece
Megaforce,Action,1982,3.7,3400.0,HalNeedham,BobKachler,BarryBostwick,HongKong,20000000.0,5675599.0,GoldenHarvestCompany,99.0,June,146,-14324401,big_flop
PersonalBest,Drama,1982,6.3,2600.0,RobertTowne,RobertTowne,MarielHemingway,UnitedStates,16000000.0,5672311.0,TheGeffenCompany,128.0,June,147,-10327689,big_flop
DeadMenDontWearPlaid,Comedy,1982,6.9,21000.0,CarlReiner,CarlReiner,SteveMartin,UnitedStates,9000000.0,18196170.0,AspenFilmSociety,88.0,May,148,9196170,masterpiece
AmityvilleII:ThePossession,Horror,1982,5.5,11000.0,DamianoDamiani,TommyLeeWallace,JamesOlson,Mexico,5000000.0,12534817.0,DinoDeLaurentiisCompany,104.0,September,149,7534817,masterpiece
Missing,Biography,1982,7.7,19000.0,Costa-Gavras,Costa-Gavras,JackLemmon,UnitedStates,9500000.0,14000000.0,PolyGramFilmedEntertainment,122.0,March,150,4500000,success
CanneryRow,Comedy,1982,6.7,3500.0,DavidSWard,JohnSteinbeck,NickNolte,UnitedStates,11300000.0,5301539.0,ChaiProductions,120.0,February,151,-5998461,big_flop
Tempest,Comedy,1982,6.5,2200.0,PaulMazursky,PaulMazursky,JohnCassavetes,UnitedStates,13000000.0,5005245.0,ColumbiaPictures,140.0,September,152,-7994755,big_flop
StilloftheNight,Crime,1982,6.1,4300.0,RobertBenton,RobertBenton,RoyScheider,UnitedStates,10000000.0,5979947.0,UnitedArtists,93.0,November,153,-4020053,big_flop
Parasite,Horror,1982,3.9,2300.0,CharlesBand,AlanJAdler,RobertGlaudini,UnitedStates,800000.0,2270.0,EmbassyPictures,85.0,March,154,-797730,big_flop
HonkytonkMan,Comedy,1982,6.6,8200.0,ClintEastwood,ClancyCarlile,ClintEastwood,UnitedStates,2000000.0,4484991.0,TheMalpasoCompany,122.0,December,155,2484991,masterpiece
"ComeBacktothe5&DimeJimmyDean,JimmyDean",Comedy,1982,7.2,4200.0,RobertAltman,EdGraczyk,Cher,UnitedStates,850000.0,840958.0,Sandcastle5Productions,109.0,April,156,-9042,big_flop
TheFinalOption,Action,1982,6.4,3000.0,IanSharp,GeorgeMarkstein,LewisCollins,Switzerland,6000000.0,2666873.0,RichmondLightHorseProductions,125.0,September,157,-3333127,big_flop
TrailofthePinkPanther,Comedy,1982,5.0,9800.0,BlakeEdwards,BlakeEdwards,PeterSellers,UnitedKingdom,6000000.0,9056073.0,UnitedArtists,96.0,December,158,3056073,masterpiece
TheBorder,Crime,1982,6.4,6100.0,TonyRichardson,DericWashburn,JackNicholson,UnitedStates,22000000.0,6118683.0,EferProductions,108.0,February,159,-15881317,big_flop
BestFriends,Comedy,1982,5.5,2700.0,NormanJewison,ValerieCurtin,BurtReynolds,UnitedStates,15000000.0,36821203.0,WarnerBros,116.0,December,160,21821203,masterpiece
ShoottheMoon,Drama,1982,6.9,2500.0,AlanParker,BoGoldman,AlbertFinney,UnitedStates,12000000.0,9217530.0,Metro-Goldwyn-Mayer(MGM),124.0,February,161,-2782470,big_flop
LookintoGetOut,Comedy,1982,5.1,684.0,HalAshby,AlSchwartz,JonVoight,UnitedStates,17000000.0,946461.0,LorimarProductions,105.0,June,162,-16053539,big_flop
Barbarosa,Western,1982,6.4,1500.0,FredSchepisi,WilliamDWittliff,WillieNelson,UnitedStates,11000000.0,1736123.0,IncorporatedTelevisionCompany(ITC),90.0,February,163,-9263877,big_flop
TheSoldier,Action,1982,5.3,1100.0,JamesGlickenhaus,JamesGlickenhaus,KenWahl,UnitedStates,4000000.0,6328816.0,JamesGlickenhaus,96.0,August,164,2328816,masterpiece
WrongIsRight,Comedy,1982,5.7,1800.0,RichardBrooks,CharlesMcCarry,SeanConnery,UnitedStates,10000000.0,3583513.0,ColumbiaPictures,117.0,May,165,-6416487,big_flop
JekyllandHydeTogetherAgain,Sci-Fi,1982,6.2,1100.0,JerryBelson,MonicaMcgowanJohnson,MarkBlankfield,UnitedStates,5000000.0,3792188.0,ParamountPictures,87.0,October,166,-1207812,big_flop
ForcedVengeance,Action,1982,5.6,2900.0,JamesFargo,FranklinThompson,ChuckNorris,UnitedStates,5000000.0,6660333.0,Metro-Goldwyn-Mayer(MGM),90.0,July,167,1660333,success
NightCrossing,Drama,1982,6.5,1300.0,DelbertMann,JohnMcGreevey,JohnHurt,UnitedKingdom,10000000.0,8000000.0,WaltDisneyProductions,107.0,February,168,-2000000,big_flop
ThingsAreToughAllOver,Action,1982,6.0,3100.0,ThomasKAvildsen,CheechMarin,ToniAttell,UnitedStates,7000000.0,21134374.0,C&CBrownProduction,90.0,August,169,14134374,masterpiece
Jinxed!,Comedy,1982,4.7,984.0,DonSiegel,FrankDGilroy,BetteMidler,UnitedStates,13400000.0,2869638.0,HerbJaffe,103.0,October,170,-10530362,big_flop
FiveDaysOneSummer,Drama,1982,6.1,1000.0,FredZinnemann,MichaelAustin,SeanConnery,UnitedStates,15000000.0,199078.0,CableandWirelessFinance,108.0,1982,171,-14800922,big_flop
Partners,Comedy,1982,5.3,1200.0,JamesBurrows,FrancisVeber,RyanONeal,UnitedStates,6000000.0,6062898.0,ParamountPictures,93.0,April,172,62898,flop
"Yes,Giorgio",Comedy,1982,3.9,653.0,FranklinJSchaffner,AnnePiper,LucianoPavarotti,UnitedStates,19000000.0,2279543.0,Metro-Goldwyn-Mayer(MGM),110.0,September,173,-16720457,big_flop
Scarface,Crime,1983,8.3,766000.0,BrianDePalma,OliverStone,AlPacino,UnitedStates,25000000.0,65884703.0,UniversalPictures,170.0,December,174,40884703,masterpiece
TheOutsiders,Crime,1983,7.1,78000.0,FrancisFordCoppola,KathleenRowell,CThomasHowell,UnitedStates,10000000.0,25697647.0,ZoetropeStudios,91.0,March,175,15697647,masterpiece
StarWars:EpisodeVI-ReturnoftheJedi,Action,1983,8.3,973000.0,RichardMarquand,LawrenceKasdan,MarkHamill,UnitedStates,32500000.0,475106177.0,Lucasfilm,131.0,May,176,442606177,masterpiece
RiskyBusiness,Comedy,1983,6.8,83000.0,PaulBrickman,PaulBrickman,TomCruise,UnitedStates,6200000.0,63541777.0,TheGeffenCompany,99.0,August,177,57341777,masterpiece
NationalLampoonsVacation,Adventure,1983,7.4,100000.0,HaroldRamis,JohnHughes,ChevyChase,UnitedStates,15000000.0,61399552.0,NationalLampoon,98.0,July,178,46399552,masterpiece
TradingPlaces,Comedy,1983,7.5,141000.0,JohnLandis,TimothyHarris,EddieMurphy,UnitedStates,15000000.0,90404800.0,CinemaGroupVentures,116.0,June,179,75404800,masterpiece
SupermanIII,Action,1983,5.0,66000.0,RichardLester,JerrySiegel,ChristopherReeve,France,39000000.0,59950623.0,DovemeadFilms,125.0,June,180,20950623,masterpiece
TheBigChill,Comedy,1983,7.2,34000.0,LawrenceKasdan,LawrenceKasdan,TomBerenger,UnitedStates,8000000.0,56399659.0,ColumbiaPictures,105.0,September,181,48399659,masterpiece
StayingAlive,Drama,1983,4.7,15000.0,SylvesterStallone,NikCohn,JohnTravolta,UnitedStates,22000000.0,64892670.0,ParamountPictures,93.0,July,182,42892670,masterpiece
Jaws3-D,Adventure,1983,3.7,41000.0,JoeAlves,PeterBenchley,DennisQuaid,UnitedStates,20500000.0,87987055.0,UniversalPictures,99.0,July,183,67487055,masterpiece
Christine,Horror,1983,6.7,75000.0,JohnCarpenter,StephenKing,KeithGordon,UnitedStates,9700000.0,21017849.0,ColumbiaPictures,110.0,December,184,11317849,masterpiece
Flashdance,Drama,1983,6.2,50000.0,AdrianLyne,ThomasHedleyJr,JenniferBeals,UnitedStates,4000000.0,92921203.0,ParamountPictures,95.0,April,185,88921203,masterpiece
WarGames,Action,1983,7.1,93000.0,JohnBadham,LawrenceLasker,MatthewBroderick,UnitedStates,12000000.0,79567667.0,UnitedArtists,114.0,June,186,67567667,masterpiece
TheRightStuff,Adventure,1983,7.8,57000.0,PhilipKaufman,PhilipKaufman,SamShepard,UnitedStates,27000000.0,21192315.0,TheLaddCompany,193.0,February,187,-5807685,big_flop
Krull,Action,1983,6.1,31000.0,PeterYates,StanfordSherman,KenMarshall,UnitedKingdom,47000000.0,16916617.0,ColumbiaPictures,121.0,July,188,-30083383,big_flop
TheDeadZone,Drama,1983,7.2,65000.0,DavidCronenberg,JeffreyBoam,ChristopherWalken,UnitedStates,10000000.0,20766616.0,DinoDeLaurentiisCompany,103.0,October,189,10766616,masterpiece
Octopussy,Action,1983,6.5,98000.0,JohnGlen,GeorgeMacDonaldFraser,RogerMoore,UnitedKingdom,27500000.0,67893619.0,UnitedArtists,131.0,June,190,40393619,masterpiece
PrivateSchool,Comedy,1983,5.3,6100.0,NoelBlack,DanGreenburg,PhoebeCates,UnitedStates,3500000.0,14049540.0,UnityProductions,89.0,July,191,10549540,masterpiece
ValleyGirl,Comedy,1983,6.4,14000.0,MarthaCoolidge,AndrewLane,NicolasCage,UnitedStates,350000.0,17343596.0,AtlanticEntertainmentGroup,99.0,April,192,16993596,masterpiece
RumbleFish,Crime,1983,7.2,32000.0,FrancisFordCoppola,SEHinton,MattDillon,UnitedStates,10000000.0,2494480.0,ZoetropeStudios,94.0,October,193,-7505520,big_flop
Videodrome,Horror,1983,7.2,86000.0,DavidCronenberg,DavidCronenberg,JamesWoods,Canada,5952000.0,2120439.0,FilmplanInternational,87.0,February,194,-3831561,big_flop
TermsofEndearment,Comedy,1983,7.4,57000.0,JamesLBrooks,LarryMcMurtry,ShirleyMacLaine,UnitedStates,8000000.0,108423749.0,ParamountPictures,132.0,December,195,100423749,masterpiece
TwilightZone:TheMovie,Horror,1983,6.5,34000.0,Directors,JohnLandis,DanAykroyd,UnitedStates,10000000.0,29450919.0,AmblinEntertainment,101.0,June,196,19450919,masterpiece
NeverSayNeverAgain,Action,1983,6.2,63000.0,IrvinKershner,KevinMcClory,SeanConnery,UnitedKingdom,36000000.0,55432841.0,TaliaFilmIIProductions,134.0,October,197,19432841,masterpiece
AChristmasStory,Comedy,1983,7.9,134000.0,BobClark,JeanShepherd,PeterBillingsley,UnitedStates,3300000.0,20653717.0,Metro-Goldwyn-Mayer(MGM),93.0,November,198,17353717,masterpiece
Cujo,Horror,1983,6.1,41000.0,LewisTeague,StephenKing,DeeWallace,UnitedStates,5000000.0,21156152.0,SunnClassicPictures,93.0,August,199,16156152,masterpiece
SuddenImpact,Action,1983,6.6,42000.0,ClintEastwood,HarryJulianFink,ClintEastwood,UnitedStates,22000000.0,67642693.0,WarnerBros,117.0,December,200,45642693,masterpiece
BlueThunder,Action,1983,6.4,18000.0,JohnBadham,DanOBannon,RoyScheider,UnitedStates,22000000.0,42313354.0,ColumbiaPictures,109.0,May,201,20313354,masterpiece
Breathless,Action,1983,5.9,8700.0,JimMcBride,FrancoisTruffaut,RichardGere,UnitedStates,7500000.0,19910002.0,BreathlessAssociates,100.0,May,202,12410002,masterpiece
PsychoII,Crime,1983,6.5,25000.0,RichardFranklin,TomHolland,AnthonyPerkins,UnitedStates,5000000.0,34725000.0,UniversalPictures,113.0,June,203,29725000,masterpiece
Silkwood,Biography,1983,7.2,19000.0,MikeNichols,NoraEphron,MerylStreep,UnitedStates,10000000.0,35615609.0,ABCMotionPictures,131.0,January,204,25615609,masterpiece
AlltheRightMoves,Drama,1983,5.9,16000.0,MichaelChapman,MichaelKane,TomCruise,UnitedStates,5600000.0,17233166.0,LucilleBallProductions,91.0,October,205,11633166,masterpiece
TheKeep,Drama,1983,5.7,11000.0,MichaelMann,FPaulWilson,ScottGlenn,UnitedKingdom,11000000.0,4218594.0,ParamountPictures,96.0,December,206,-6781406,big_flop
Yentl,Drama,1983,6.6,13000.0,BarbraStreisand,JackRosenthal,BarbraStreisand,UnitedKingdom,12000000.0,40218899.0,Ladbroke,133.0,January,207,28218899,masterpiece
FireandIce,Animation,1983,6.6,10000.0,RalphBakshi,RalphBakshi,RandyNorton,UnitedStates,1200000.0,760883.0,PolycInternationalBV,81.0,August,208,-439117,big_flop
Yellowbeard,Action,1983,6.0,7500.0,MelDamski,GrahamChapman,GrahamChapman,UnitedKingdom,6500000.0,4300000.0,SeagoatFilms,96.0,June,209,-2200000,big_flop
TheMeaningofLife,Comedy,1983,7.5,115000.0,TerryJones,GrahamChapman,JohnCleese,UnitedKingdom,9000000.0,14949697.0,CelandineFilms,107.0,March,210,5949697,masterpiece
Deathstalker,Action,1983,4.6,4600.0,JamesSbardellati,HowardRCohen,RickHill,UnitedStates,457000.0,11919250.0,AriesCinematograficaArgentina,80.0,September,211,11462250,masterpiece
PorkysII:TheNextDay,Comedy,1983,5.0,11000.0,BobClark,RogerSwaybill,DanMonahan,Canada,6500000.0,33759266.0,AstralBellevuePathe,98.0,June,212,27259266,masterpiece
SomethingWickedThisWayComes,Fantasy,1983,6.8,8600.0,JackClayton,RayBradbury,JasonRobards,UnitedStates,19000000.0,8400000.0,WaltDisneyProductions,95.0,April,213,-10600000,big_flop
Star80,Biography,1983,6.7,6000.0,BobFosse,TeresaCarpenter,MarielHemingway,UnitedStates,12000000.0,6472990.0,TheLaddCompany,103.0,February,214,-5527010,big_flop
GorkyPark,Crime,1983,6.7,13000.0,MichaelApted,MartinCruzSmith,WilliamHurt,UnitedStates,15000000.0,15856028.0,EagleAssociates,128.0,December,215,856028,flop
LoneWolfMcQuade,Action,1983,6.3,11000.0,SteveCarver,BJNelson,ChuckNorris,UnitedStates,5000000.0,12232628.0,1818Productions,107.0,April,216,7232628,masterpiece
LosinIt,Comedy,1983,4.9,4200.0,CurtisHanson,BillNorton,TomCruise,Canada,7000000.0,1246141.0,TiberiusFilmProductions,100.0,April,217,-5753859,big_flop
Screwballs,Comedy,1983,4.7,3000.0,RafalZielinski,LindaShayne,PeterKeleghan,Canada,800000.0,2082215.0,Millenium,80.0,April,218,1282215,masterpiece
Brainstorm,Sci-Fi,1983,6.4,11000.0,DouglasTrumbull,BruceJoelRubin,ChristopherWalken,UnitedStates,15000000.0,10219460.0,JFProductions,106.0,September,219,-4780540,big_flop
Angel,Action,1983,5.7,2900.0,RobertVincentONeil,RobertVincentONeil,CliffGorman,UnitedStates,3000000.0,17488564.0,AdamsAppleFilmCompany,94.0,January,220,14488564,masterpiece
10toMidnight,Crime,1983,6.3,7200.0,JLeeThompson,WilliamRoberts,CharlesBronson,UnitedStates,4520000.0,7175592.0,CannonFilms,101.0,March,221,2655592,masterpiece
UncommonValor,Action,1983,6.4,9300.0,TedKotcheff,JoeGayton,GeneHackman,UnitedStates,14500000.0,30503151.0,ParamountPictures,105.0,December,222,16003151,masterpiece
Mortuary,Horror,1983,5.2,1900.0,HowardAvedis,HowardAvedis,MaryBethMcDonough,UnitedStates,250000.0,4319001.0,HickmarProductions,93.0,September,223,4069001,masterpiece
Sahara,Adventure,1983,5.0,1500.0,AndrewVMcLaglen,MenahemGolan,BrookeShields,UnitedKingdom,25000000.0,1402962.0,CabalFilm,111.0,March,224,-23597038,big_flop
TwoofaKind,Comedy,1983,4.7,3900.0,JohnHerzfeld,JohnHerzfeld,JohnTravolta,UnitedStates,14000000.0,23646952.0,TwentiethCenturyFox,88.0,December,225,9646952,masterpiece
ChainedHeat,Action,1983,5.0,2100.0,PaulNicholas,AaronButler,LindaBlair,UnitedStates,1250000.0,6149983.0,HeatGBR,95.0,May,226,4899983,masterpiece
Spacehunter:AdventuresintheForbiddenZone,Action,1983,5.5,5500.0,LamontJohnson,StewartHarding,PeterStrauss,UnitedStates,14400000.0,16478265.0,ColumbiaPictures,90.0,May,227,2078265,flop
HighRoadtoChina,Adventure,1983,6.1,5100.0,BrianGHutton,JonCleary,TomSelleck,UnitedStates,19000000.0,28445927.0,CityFilms,105.0,March,228,9445927,success
Rock&Rule,Animation,1983,6.5,3400.0,CliveSmith,PatrickLoubert,DonFrancks,Canada,8000000.0,30379.0,Nelvana,77.0,July,229,-7969621,big_flop
Hercules,Adventure,1983,4.0,3600.0,LuigiCozzi,LuigiCozzi,LouFerrigno,Italy,2500000.0,10676194.0,CannonFilmsInc,98.0,August,230,8176194,masterpiece
UnderFire,Drama,1983,7.0,7200.0,RogerSpottiswoode,RonShelton,NickNolte,UnitedStates,9500000.0,5696391.0,Cinema84,128.0,October,231,-3803609,big_flop
Amityville3-D,Horror,1983,4.1,6000.0,RichardFleischer,DavidAmbrose,TonyRoberts,Mexico,6000000.0,6333135.0,DeLaurentiisEntertainmentGroup(DEG),105.0,November,232,333135,flop
TheOstermanWeekend,Action,1983,5.9,8200.0,SamPeckinpah,RobertLudlum,RutgerHauer,UnitedStates,6500000.0,6486797.0,OstermanWeekendAssociates,103.0,November,233,-13203,big_flop
RevengeoftheNinja,Action,1983,6.1,4700.0,SamFirstenberg,JamesRSilke,ShoKosugi,UnitedStates,700000.0,13168027.0,CannonFilms,90.0,September,234,12468027,masterpiece
ToBeorNottoBe,Comedy,1983,6.8,10000.0,AlanJohnson,ThomasMeehan,MelBrooks,UnitedStates,9000000.0,13030214.0,Brooksfilms,107.0,December,235,4030214,success
TheWickedLady,Adventure,1983,4.7,1100.0,MichaelWinner,LeslieArliss,FayeDunaway,UnitedKingdom,8000000.0,724912.0,Golan-GlobusProductions,98.0,October,236,-7275088,big_flop
OfUnknownOrigin,Horror,1983,6.1,2900.0,GeorgePCosmatos,ChaunceyGParkerIII,PeterWeller,Canada,4000000.0,1080470.0,WarnerBros,88.0,November,237,-2919530,big_flop
CurseofthePinkPanther,Comedy,1983,4.3,5700.0,BlakeEdwards,BlakeEdwards,DavidNiven,UnitedKingdom,11000000.0,4491986.0,UnitedArtists,109.0,August,238,-6508014,big_flop
DCCab,Action,1983,5.5,4400.0,JoelSchumacher,TopperCarew,MaxGail,UnitedStates,8000000.0,16134627.0,RKOPictures,100.0,December,239,8134627,masterpiece
BeyondtheLimit,Drama,1983,5.7,1200.0,JohnMackenzie,GrahamGreene,MichaelCaine,UnitedKingdom,11800000.0,5997566.0,WorldFilmServices,104.0,September,240,-5802434,big_flop
TheSurvivors,Comedy,1983,5.8,4700.0,MichaelRitchie,MichaelLeeson,WalterMatthau,UnitedStates,12000000.0,14000000.0,RastarFilms,103.0,June,241,2000000,flop
TheLonelyLady,Drama,1983,3.0,938.0,PeterSasdy,HaroldRobbins,PiaZadora,UnitedStates,5000000.0,1223200.0,HaroldRobbinsInternationalCompany,92.0,September,242,-3776800,big_flop
TheManWhoLovedWomen,Comedy,1983,5.3,2200.0,BlakeEdwards,BlakeEdwards,BurtReynolds,UnitedStates,19000000.0,10964740.0,DelphiFilms,110.0,December,243,-8035260,big_flop
Nightmares,Horror,1983,5.8,3000.0,JosephSargent,ChristopherCrowe,CristinaRaines,UnitedStates,6000000.0,6670680.0,UniversalPictures,99.0,September,244,670680,flop
DealoftheCentury,Comedy,1983,4.6,3600.0,WilliamFriedkin,PaulBrickman,ChevyChase,UnitedStates,10000000.0,10369581.0,WarnerBros,99.0,November,245,369581,flop
EddieMaconsRun,Action,1983,5.7,1100.0,JeffKanew,JamesMcLendon,KirkDouglas,UnitedStates,5000000.0,1262691.0,UniversalPictures,95.0,March,246,-3737309,big_flop
BabyItsYou,Comedy,1983,6.3,1700.0,JohnSayles,AmyRobinson,RosannaArquette,UnitedStates,3000000.0,1867792.0,DoublePlay,105.0,March,247,-1132208,big_flop
LoveLetters,Drama,1983,5.9,701.0,AmyHoldenJones,AmyHoldenJones,JamieLeeCurtis,UnitedStates,550000.0,5269990.0,Millenium,88.0,April,248,4719990,masterpiece
GetCrazy,Comedy,1983,6.7,1100.0,AllanArkush,DannyOpatoshu,MalcolmMcDowell,UnitedStates,5500000.0,1645711.0,D&PProductions,92.0,August,249,-3854289,big_flop
NateandHayes,Action,1983,6.2,2100.0,FerdinandFairfax,LloydPhillips,TommyLeeJones,NewZealand,12000000.0,1963756.0,PhillipsWhitehouseProductions,99.0,November,250,-10036244,big_flop
GettingIton,Comedy,1983,3.7,208.0,WilliamOlsen,WilliamOlsen,MartinYost,UnitedStates,220000.0,975414.0,SeventhAvenueFilms,96.0,August,251,755414,masterpiece
Lianna,Drama,1983,6.8,1600.0,JohnSayles,JohnSayles,LindaGriffiths,UnitedStates,300000.0,1530839.0,WinwoodProductions,110.0,September,252,1230839,masterpiece
Lovesick,Comedy,1983,5.2,747.0,MarshallBrickman,MarshallBrickman,DudleyMoore,UnitedStates,10100000.0,10171304.0,TheLaddCompany,95.0,February,253,71304,flop
RunningBrave,Biography,1983,6.7,659.0,DonaldShebib,HenryBean,RobbyBenson,Canada,8000000.0,3000000.0,EnglanderProductions,106.0,November,254,-5000000,big_flop
Trenchcoat,Comedy,1983,5.3,456.0,MichaelTuchner,JeffreyPrice,MargotKidder,UnitedStates,5000000.0,4304286.0,WaltDisneyProductions,91.0,March,255,-695714,big_flop
MyBrothersWedding,Drama,1983,7.2,826.0,CharlesBurnett,CharlesBurnett,EverettSilas,UnitedStates,50000.0,26177.0,CharlesBurnettProductions,115.0,March,256,-23823,big_flop
TheTerminator,Action,1984,8.0,812000.0,JamesCameron,JamesCameron,ArnoldSchwarzenegger,UnitedKingdom,6400000.0,78371200.0,Cinema84,107.0,October,257,71971200,masterpiece
Dune,Action,1984,6.5,132000.0,DavidLynch,FrankHerbert,KyleMacLachlan,UnitedStates,40000000.0,30925690.0,DinoDeLaurentiisCompany,137.0,December,258,-9074310,big_flop
Ghostbusters,Action,1984,7.8,365000.0,IvanReitman,DanAykroyd,BillMurray,UnitedStates,30000000.0,296187079.0,ColumbiaPictures,105.0,June,259,266187079,masterpiece
TheKarateKid,Action,1984,7.3,205000.0,JohnGAvildsen,RobertMarkKamen,RalphMacchio,UnitedStates,8000000.0,91119319.0,ColumbiaPictures,126.0,June,260,83119319,masterpiece
OnceUponaTimeinAmerica,Crime,1984,8.4,321000.0,SergioLeone,HarryGrey,RobertDeNiro,Italy,30000000.0,5473212.0,TheLaddCompany,229.0,June,261,-24526788,big_flop
PoliceAcademy,Comedy,1984,6.7,118000.0,HughWilson,NealIsrael,SteveGuttenberg,UnitedStates,4500000.0,81198894.0,TheLaddCompany,96.0,March,262,76698894,masterpiece
IndianaJonesandtheTempleofDoom,Action,1984,7.5,459000.0,StevenSpielberg,WillardHuyck,HarrisonFord,UnitedStates,28000000.0,333107271.0,ParamountPictures,118.0,May,263,305107271,masterpiece
BodyDouble,Crime,1984,6.8,30000.0,BrianDePalma,RobertJAvrech,CraigWasson,UnitedStates,10000000.0,8801940.0,ColumbiaPictures,114.0,October,264,-1198060,big_flop
ANightmareonElmStreet,Horror,1984,7.5,212000.0,WesCraven,WesCraven,HeatherLangenkamp,UnitedStates,1800000.0,25507137.0,NewLineCinema,91.0,November,265,23707137,masterpiece
Amadeus,Biography,1984,8.3,377000.0,MilosForman,PeterShaffer,FMurrayAbraham,UnitedStates,18000000.0,52066791.0,AMLF,160.0,September,266,34066791,masterpiece
BeverlyHillsCop,Action,1984,7.3,171000.0,MartinBrest,DanielPetrieJr,EddieMurphy,UnitedStates,14000000.0,316360478.0,ParamountPictures,105.0,December,267,302360478,masterpiece
RedDawn,Action,1984,6.4,53000.0,JohnMilius,KevinReynolds,PatrickSwayze,UnitedStates,17000000.0,38376497.0,UnitedArtists,114.0,August,268,21376497,masterpiece
TheNeverEndingStory,Adventure,1984,7.4,135000.0,WolfgangPetersen,WolfgangPetersen,NoahHathaway,WestGermany,27000000.0,20251411.0,ConstantinFilm,102.0,July,269,-6748589,big_flop
Footloose,Drama,1984,6.6,73000.0,HerbertRoss,DeanPitchford,KevinBacon,UnitedStates,8200000.0,80039064.0,ParamountPictures,107.0,February,270,71839064,masterpiece
