name,genre,year,score,votes,director,writer,star,country,budget,gross,company,runtime,month,id
ShoottheMoon,Drama,1982,6.9,2500.0,AlanParker,BoGoldman,AlbertFinney,UnitedStates,12000000.0,9217530.0,Metro-Goldwyn-Mayer(MGM),124.0,February,161
LookintoGetOut,Comedy,1982,5.1,684.0,HalAshby,AlSchwartz,JonVoight,UnitedStates,17000000.0,946461.0,LorimarProductions,105.0,June,162
Barbarosa,Western,1982,6.4,1500.0,FredSchepisi,WilliamDWittliff,WillieNelson,UnitedStates,11000000.0,1736123.0,IncorporatedTelevisionCompany(ITC),90.0,February,163
TheSoldier,Action,1982,5.3,1100.0,JamesGlickenhaus,JamesGlickenhaus,KenWahl,UnitedStates,4000000.0,6328816.0,JamesGlickenhaus,96.0,August,164
WrongIsRight,Comedy,1982,5.7,1800.0,RichardBrooks,CharlesMcCarry,SeanConnery,UnitedStates,10000000.0,3583513.0,ColumbiaPictures,117.0,May,165
JekyllandHydeTogetherAgain,Sci-Fi,1982,6.2,1100.0,JerryBelson,MonicaMcgowanJohnson,MarkBlankfield,UnitedStates,5000000.0,3792188.0,ParamountPictures,87.0,October,166
ForcedVengeance,Action,1982,5.6,2900.0,JamesFargo,FranklinThompson,ChuckNorris,UnitedStates,5000000.0,6660333.0,Metro-Goldwyn-Mayer(MGM),90.0,July,167
NightCrossing,Drama,1982,6.5,1300.0,DelbertMann,JohnMcGreevey,JohnHurt,UnitedKingdom,10000000.0,8000000.0,WaltDisneyProductions,107.0,February,168
ThingsAreToughAllOver,Action,1982,6.0,3100.0,ThomasKAvildsen,CheechMarin,ToniAttell,UnitedStates,7000000.0,21134374.0,C&CBrownProduction,90.0,August,169
Jinxed!,Comedy,1982,4.7,984.0,DonSiegel,FrankDGilroy,BetteMidler,UnitedStates,13400000.0,2869638.0,HerbJaffe,103.0,October,170
FiveDaysOneSummer,Drama,1982,6.1,1000.0,FredZinnemann,MichaelAustin,SeanConnery,UnitedStates,15000000.0,199078.0,CableandWirelessFinance,108.0,1982,171
Partners,Comedy,1982,5.3,1200.0,JamesBurrows,FrancisVeber,RyanONeal,UnitedStates,6000000.0,6062898.0,ParamountPictures,93.0,April,172
"Yes,Giorgio",Comedy,1982,3.9,653.0,FranklinJSchaffner,AnnePiper,LucianoPavarotti,UnitedStates,19000000.0,2279543.0,Metro-Goldwyn-Mayer(MGM),110.0,September,173
Scarface,Crime,1983,8.3,766000.0,BrianDePalma,OliverStone,AlPacino,UnitedStates,25000000.0,65884703.0,UniversalPictures,170.0,December,174
TheOutsiders,Crime,1983,7.1,78000.0,FrancisFordCoppola,KathleenRowell,CThomasHowell,UnitedStates,10000000.0,25697647.0,ZoetropeStudios,91.0,March,175
StarWars:EpisodeVI-ReturnoftheJedi,Action,1983,8.3,973000.0,RichardMarquand,LawrenceKasdan,MarkHamill,UnitedStates,32500000.0,475106177.0,Lucasfilm,131.0,May,176
RiskyBusiness,Comedy,1983,6.8,83000.0,PaulBrickman,PaulBrickman,TomCruise,UnitedStates,6200000.0,63541777.0,TheGeffenCompany,99.0,August,177
NationalLampoonsVacation,Adventure,1983,7.4,100000.0,HaroldRamis,JohnHughes,ChevyChase,UnitedStates,15000000.0,61399552.0,NationalLampoon,98.0,July,178
TradingPlaces,Comedy,1983,7.5,141000.0,JohnLandis,TimothyHarris,EddieMurphy,UnitedStates,15000000.0,90404800.0,CinemaGroupVentures,116.0,June,179
SupermanIII,Action,1983,5.0,66000.0,RichardLester,JerrySiegel,ChristopherReeve,France,39000000.0,59950623.0,DovemeadFilms,125.0,June,180
TheBigChill,Comedy,1983,7.2,34000.0,LawrenceKasdan,LawrenceKasdan,TomBerenger,UnitedStates,8000000.0,56399659.0,ColumbiaPictures,105.0,September,181
StayingAlive,Drama,1983,4.7,15000.0,SylvesterStallone,NikCohn,JohnTravolta,UnitedStates,22000000.0,64892670.0,ParamountPictures,93.0,July,182
Jaws3-D,Adventure,1983,3.7,41000.0,JoeAlves,PeterBenchley,DennisQuaid,UnitedStates,20500000.0,87987055.0,UniversalPictures,99.0,July,183
Christine,Horror,1983,6.7,75000.0,JohnCarpenter,StephenKing,KeithGordon,UnitedStates,9700000.0,21017849.0,ColumbiaPictures,110.0,December,184
Flashdance,Drama,1983,6.2,50000.0,AdrianLyne,ThomasHedleyJr,JenniferBeals,UnitedStates,4000000.0,92921203.0,ParamountPictures,95.0,April,185
WarGames,Action,1983,7.1,93000.0,JohnBadham,LawrenceLasker,MatthewBroderick,UnitedStates,12000000.0,79567667.0,UnitedArtists,114.0,June,186
TheRightStuff,Adventure,1983,7.8,57000.0,PhilipKaufman,PhilipKaufman,SamShepard,UnitedStates,27000000.0,21192315.0,TheLaddCompany,193.0,February,187
Krull,Action,1983,6.1,31000.0,PeterYates,StanfordSherman,KenMarshall,UnitedKingdom,47000000.0,16916617.0,ColumbiaPictures,121.0,July,188
TheDeadZone,Drama,1983,7.2,65000.0,DavidCronenberg,JeffreyBoam,ChristopherWalken,UnitedStates,10000000.0,20766616.0,DinoDeLaurentiisCompany,103.0,October,189
Octopussy,Action,1983,6.5,98000.0,JohnGlen,GeorgeMacDonaldFraser,RogerMoore,UnitedKingdom,27500000.0,67893619.0,UnitedArtists,131.0,June,190
PrivateSchool,Comedy,1983,5.3,6100.0,NoelBlack,DanGreenburg,PhoebeCates,UnitedStates,3500000.0,14049540.0,UnityProductions,89.0,July,191
ValleyGirl,Comedy,1983,6.4,14000.0,MarthaCoolidge,AndrewLane,NicolasCage,UnitedStates,350000.0,17343596.0,AtlanticEntertainmentGroup,99.0,April,192
RumbleFish,Crime,1983,7.2,32000.0,FrancisFordCoppola,SEHinton,MattDillon,UnitedStates,10000000.0,2494480.0,ZoetropeStudios,94.0,October,193
Videodrome,Horror,1983,7.2,86000.0,DavidCronenberg,DavidCronenberg,JamesWoods,Canada,5952000.0,2120439.0,FilmplanInternational,87.0,February,194
TermsofEndearment,Comedy,1983,7.4,57000.0,JamesLBrooks,LarryMcMurtry,ShirleyMacLaine,UnitedStates,8000000.0,108423749.0,ParamountPictures,132.0,December,195
TwilightZone:TheMovie,Horror,1983,6.5,34000.0,Directors,JohnLandis,DanAykroyd,UnitedStates,10000000.0,29450919.0,AmblinEntertainment,101.0,June,196
NeverSayNeverAgain,Action,1983,6.2,63000.0,IrvinKershner,KevinMcClory,SeanConnery,UnitedKingdom,36000000.0,55432841.0,TaliaFilmIIProductions,134.0,October,197
AChristmasStory,Comedy,1983,7.9,134000.0,BobClark,JeanShepherd,PeterBillingsley,UnitedStates,3300000.0,20653717.0,Metro-Goldwyn-Mayer(MGM),93.0,November,198
Cujo,Horror,1983,6.1,41000.0,LewisTeague,StephenKing,DeeWallace,UnitedStates,5000000.0,21156152.0,SunnClassicPictures,93.0,August,199
SuddenImpact,Action,1983,6.6,42000.0,ClintEastwood,HarryJulianFink,ClintEastwood,UnitedStates,22000000.0,67642693.0,WarnerBros,117.0,December,200
BlueThunder,Action,1983,6.4,18000.0,JohnBadham,DanOBannon,RoyScheider,UnitedStates,22000000.0,42313354.0,ColumbiaPictures,109.0,May,201
Breathless,Action,1983,5.9,8700.0,JimMcBride,FrancoisTruffaut,RichardGere,UnitedStates,7500000.0,19910002.0,BreathlessAssociates,100.0,May,202
PsychoII,Crime,1983,6.5,25000.0,RichardFranklin,TomHolland,AnthonyPerkins,UnitedStates,5000000.0,34725000.0,UniversalPictures,113.0,June,203
Silkwood,Biography,1983,7.2,19000.0,MikeNichols,NoraEphron,MerylStreep,UnitedStates,10000000.0,35615609.0,ABCMotionPictures,131.0,January,204
AlltheRightMoves,Drama,1983,5.9,16000.0,MichaelChapman,MichaelKane,TomCruise,UnitedStates,5600000.0,17233166.0,LucilleBallProductions,91.0,October,205
TheKeep,Drama,1983,5.7,11000.0,MichaelMann,FPaulWilson,ScottGlenn,UnitedKingdom,11000000.0,4218594.0,ParamountPictures,96.0,December,206
Yentl,Drama,1983,6.6,13000.0,BarbraStreisand,JackRosenthal,BarbraStreisand,UnitedKingdom,12000000.0,40218899.0,Ladbroke,133.0,January,207
FireandIce,Animation,1983,6.6,10000.0,RalphBakshi,RalphBakshi,RandyNorton,UnitedStates,1200000.0,760883.0,PolycInternationalBV,81.0,August,208
Yellowbeard,Action,1983,6.0,7500.0,MelDamski,GrahamChapman,GrahamChapman,UnitedKingdom,6500000.0,4300000.0,SeagoatFilms,96.0,June,209
TheMeaningofLife,Comedy,1983,7.5,115000.0,TerryJones,GrahamChapman,JohnCleese,UnitedKingdom,9000000.0,14949697.0,CelandineFilms,107.0,March,210
Deathstalker,Action,1983,4.6,4600.0,JamesSbardellati,HowardRCohen,RickHill,UnitedStates,457000.0,11919250.0,AriesCinematograficaArgentina,80.0,September,211
PorkysII:TheNextDay,Comedy,1983,5.0,11000.0,BobClark,RogerSwaybill,DanMonahan,Canada,6500000.0,33759266.0,AstralBellevuePathe,98.0,June,212
SomethingWickedThisWayComes,Fantasy,1983,6.8,8600.0,JackClayton,RayBradbury,JasonRobards,UnitedStates,19000000.0,8400000.0,WaltDisneyProductions,95.0,April,213
Star80,Biography,1983,6.7,6000.0,BobFosse,TeresaCarpenter,MarielHemingway,UnitedStates,12000000.0,6472990.0,TheLaddCompany,103.0,February,214
GorkyPark,Crime,1983,6.7,13000.0,MichaelApted,MartinCruzSmith,WilliamHurt,UnitedStates,15000000.0,15856028.0,EagleAssociates,128.0,December,215
LoneWolfMcQuade,Action,1983,6.3,11000.0,SteveCarver,BJNelson,ChuckNorris,UnitedStates,5000000.0,12232628.0,1818Productions,107.0,April,216
LosinIt,Comedy,1983,4.9,4200.0,CurtisHanson,BillNorton,TomCruise,Canada,7000000.0,1246141.0,TiberiusFilmProductions,100.0,April,217
Screwballs,Comedy,1983,4.7,3000.0,RafalZielinski,LindaShayne,PeterKeleghan,Canada,800000.0,2082215.0,Millenium,80.0,April,218
Brainstorm,Sci-Fi,1983,6.4,11000.0,DouglasTrumbull,BruceJoelRubin,ChristopherWalken,UnitedStates,15000000.0,10219460.0,JFProductions,106.0,September,219
Angel,Action,1983,5.7,2900.0,RobertVincentONeil,RobertVincentONeil,CliffGorman,UnitedStates,3000000.0,17488564.0,AdamsAppleFilmCompany,94.0,January,220
10toMidnight,Crime,1983,6.3,7200.0,JLeeThompson,WilliamRoberts,CharlesBronson,UnitedStates,4520000.0,7175592.0,CannonFilms,101.0,March,221
UncommonValor,Action,1983,6.4,9300.0,TedKotcheff,JoeGayton,GeneHackman,UnitedStates,14500000.0,30503151.0,ParamountPictures,105.0,December,222
Mortuary,Horror,1983,5.2,1900.0,HowardAvedis,HowardAvedis,MaryBethMcDonough,UnitedStates,250000.0,4319001.0,HickmarProductions,93.0,September,223
Sahara,Adventure,1983,5.0,1500.0,AndrewVMcLaglen,MenahemGolan,BrookeShields,UnitedKingdom,25000000.0,1402962.0,CabalFilm,111.0,March,224
TwoofaKind,Comedy,1983,4.7,3900.0,JohnHerzfeld,JohnHerzfeld,JohnTravolta,UnitedStates,14000000.0,23646952.0,TwentiethCenturyFox,88.0,December,225
ChainedHeat,Action,1983,5.0,2100.0,PaulNicholas,AaronButler,LindaBlair,UnitedStates,1250000.0,6149983.0,HeatGBR,95.0,May,226
Spacehunter:AdventuresintheForbiddenZone,Action,1983,5.5,5500.0,LamontJohnson,StewartHarding,PeterStrauss,UnitedStates,14400000.0,16478265.0,ColumbiaPictures,90.0,May,227
HighRoadtoChina,Adventure,1983,6.1,5100.0,BrianGHutton,JonCleary,TomSelleck,UnitedStates,19000000.0,28445927.0,CityFilms,105.0,March,228
Rock&Rule,Animation,1983,6.5,3400.0,CliveSmith,PatrickLoubert,DonFrancks,Canada,8000000.0,30379.0,Nelvana,77.0,July,229
Hercules,Adventure,1983,4.0,3600.0,LuigiCozzi,LuigiCozzi,LouFerrigno,Italy,2500000.0,10676194.0,CannonFilmsInc,98.0,August,230
UnderFire,Drama,1983,7.0,7200.0,RogerSpottiswoode,RonShelton,NickNolte,UnitedStates,9500000.0,5696391.0,Cinema84,128.0,October,231
Amityville3-D,Horror,1983,4.1,6000.0,RichardFleischer,DavidAmbrose,TonyRoberts,Mexico,6000000.0,6333135.0,DeLaurentiisEntertainmentGroup(DEG),105.0,November,232
TheOstermanWeekend,Action,1983,5.9,8200.0,SamPeckinpah,RobertLudlum,RutgerHauer,UnitedStates,6500000.0,6486797.0,OstermanWeekendAssociates,103.0,November,233
RevengeoftheNinja,Action,1983,6.1,4700.0,SamFirstenberg,JamesRSilke,ShoKosugi,UnitedStates,700000.0,13168027.0,CannonFilms,90.0,September,234
ToBeorNottoBe,Comedy,1983,6.8,10000.0,AlanJohnson,ThomasMeehan,MelBrooks,UnitedStates,9000000.0,13030214.0,Brooksfilms,107.0,December,235
TheWickedLady,Adventure,1983,4.7,1100.0,MichaelWinner,LeslieArliss,FayeDunaway,UnitedKingdom,8000000.0,724912.0,Golan-GlobusProductions,98.0,October,236
OfUnknownOrigin,Horror,1983,6.1,2900.0,GeorgePCosmatos,ChaunceyGParkerIII,PeterWeller,Canada,4000000.0,1080470.0,WarnerBros,88.0,November,237
CurseofthePinkPanther,Comedy,1983,4.3,5700.0,BlakeEdwards,BlakeEdwards,DavidNiven,UnitedKingdom,11000000.0,4491986.0,UnitedArtists,109.0,August,238
DCCab,Action,1983,5.5,4400.0,JoelSchumacher,TopperCarew,MaxGail,UnitedStates,8000000.0,16134627.0,RKOPictures,100.0,December,239
BeyondtheLimit,Drama,1983,5.7,1200.0,JohnMackenzie,GrahamGreene,MichaelCaine,UnitedKingdom,11800000.0,5997566.0,WorldFilmServices,104.0,September,240
TheSurvivors,Comedy,1983,5.8,4700.0,MichaelRitchie,MichaelLeeson,WalterMatthau,UnitedStates,12000000.0,14000000.0,RastarFilms,103.0,June,241
TheLonelyLady,Drama,1983,3.0,938.0,PeterSasdy,HaroldRobbins,PiaZadora,UnitedStates,5000000.0,1223200.0,HaroldRobbinsInternationalCompany,92.0,September,242
TheManWhoLovedWomen,Comedy,1983,5.3,2200.0,BlakeEdwards,BlakeEdwards,BurtReynolds,UnitedStates,19000000.0,10964740.0,DelphiFilms,110.0,December,243
Nightmares,Horror,1983,5.8,3000.0,JosephSargent,ChristopherCrowe,CristinaRaines,UnitedStates,6000000.0,6670680.0,UniversalPictures,99.0,September,244
DealoftheCentury,Comedy,1983,4.6,3600.0,WilliamFriedkin,PaulBrickman,ChevyChase,UnitedStates,10000000.0,10369581.0,WarnerBros,99.0,November,245
EddieMaconsRun,Action,1983,5.7,1100.0,JeffKanew,JamesMcLendon,KirkDouglas,UnitedStates,5000000.0,1262691.0,UniversalPictures,95.0,March,246
BabyItsYou,Comedy,1983,6.3,1700.0,JohnSayles,AmyRobinson,RosannaArquette,UnitedStates,3000000.0,1867792.0,DoublePlay,105.0,March,247
LoveLetters,Drama,1983,5.9,701.0,AmyHoldenJones,AmyHoldenJones,JamieLeeCurtis,UnitedStates,550000.0,5269990.0,Millenium,88.0,April,248
GetCrazy,Comedy,1983,6.7,1100.0,AllanArkush,DannyOpatoshu,MalcolmMcDowell,UnitedStates,5500000.0,1645711.0,D&PProductions,92.0,August,249
NateandHayes,Action,1983,6.2,2100.0,FerdinandFairfax,LloydPhillips,TommyLeeJones,NewZealand,12000000.0,1963756.0,PhillipsWhitehouseProductions,99.0,November,250
GettingIton,Comedy,1983,3.7,208.0,WilliamOlsen,WilliamOlsen,MartinYost,UnitedStates,220000.0,975414.0,SeventhAvenueFilms,96.0,August,251
Lianna,Drama,1983,6.8,1600.0,JohnSayles,JohnSayles,LindaGriffiths,UnitedStates,300000.0,1530839.0,WinwoodProductions,110.0,September,252
Lovesick,Comedy,1983,5.2,747.0,MarshallBrickman,MarshallBrickman,DudleyMoore,UnitedStates,10100000.0,10171304.0,TheLaddCompany,95.0,February,253
RunningBrave,Biography,1983,6.7,659.0,DonaldShebib,HenryBean,RobbyBenson,Canada,8000000.0,3000000.0,EnglanderProductions,106.0,November,254
Trenchcoat,Comedy,1983,5.3,456.0,MichaelTuchner,JeffreyPrice,MargotKidder,UnitedStates,5000000.0,4304286.0,WaltDisneyProductions,91.0,March,255
MyBrothersWedding,Drama,1983,7.2,826.0,CharlesBurnett,CharlesBurnett,EverettSilas,UnitedStates,50000.0,26177.0,CharlesBurnettProductions,115.0,March,256
TheTerminator,Action,1984,8.0,812000.0,JamesCameron,JamesCameron,ArnoldSchwarzenegger,UnitedKingdom,6400000.0,78371200.0,Cinema84,107.0,October,257
Dune,Action,1984,6.5,132000.0,DavidLynch,FrankHerbert,KyleMacLachlan,UnitedStates,40000000.0,30925690.0,DinoDeLaurentiisCompany,137.0,December,258
Ghostbusters,Action,1984,7.8,365000.0,IvanReitman,DanAykroyd,BillMurray,UnitedStates,30000000.0,296187079.0,ColumbiaPictures,105.0,June,259
TheKarateKid,Action,1984,7.3,205000.0,JohnGAvildsen,RobertMarkKamen,RalphMacchio,UnitedStates,8000000.0,91119319.0,ColumbiaPictures,126.0,June,260
OnceUponaTimeinAmerica,Crime,1984,8.4,321000.0,SergioLeone,HarryGrey,RobertDeNiro,Italy,30000000.0,5473212.0,TheLaddCompany,229.0,June,261
PoliceAcademy,Comedy,1984,6.7,118000.0,HughWilson,NealIsrael,SteveGuttenberg,UnitedStates,4500000.0,81198894.0,TheLaddCompany,96.0,March,262
IndianaJonesandtheTempleofDoom,Action,1984,7.5,459000.0,StevenSpielberg,WillardHuyck,HarrisonFord,UnitedStates,28000000.0,333107271.0,ParamountPictures,118.0,May,263
BodyDouble,Crime,1984,6.8,30000.0,BrianDePalma,RobertJAvrech,CraigWasson,UnitedStates,10000000.0,8801940.0,ColumbiaPictures,114.0,October,264
ANightmareonElmStreet,Horror,1984,7.5,212000.0,WesCraven,WesCraven,HeatherLangenkamp,UnitedStates,1800000.0,25507137.0,NewLineCinema,91.0,November,265
Amadeus,Biography,1984,8.3,377000.0,MilosForman,PeterShaffer,FMurrayAbraham,UnitedStates,18000000.0,52066791.0,AMLF,160.0,September,266
BeverlyHillsCop,Action,1984,7.3,171000.0,MartinBrest,DanielPetrieJr,EddieMurphy,UnitedStates,14000000.0,316360478.0,ParamountPictures,105.0,December,267
RedDawn,Action,1984,6.4,53000.0,JohnMilius,KevinReynolds,PatrickSwayze,UnitedStates,17000000.0,38376497.0,UnitedArtists,114.0,August,268
TheNeverEndingStory,Adventure,1984,7.4,135000.0,WolfgangPetersen,WolfgangPetersen,NoahHathaway,WestGermany,27000000.0,20251411.0,ConstantinFilm,102.0,July,269
Footloose,Drama,1984,6.6,73000.0,HerbertRoss,DeanPitchford,KevinBacon,UnitedStates,8200000.0,80039064.0,ParamountPictures,107.0,February,270
RevengeoftheNerds,Comedy,1984,6.6,50000.0,JeffKanew,TimMetcalfe,RobertCarradine,UnitedStates,8000000.0,40874452.0,TwentiethCenturyFox,90.0,August,271
Gremlins,Comedy,1984,7.3,204000.0,JoeDante,ChrisColumbus,ZachGalligan,UnitedStates,11000000.0,153633143.0,WarnerBros,106.0,June,272
RomancingtheStone,Action,1984,6.9,86000.0,RobertZemeckis,DianeThomas,MichaelDouglas,Mexico,10000000.0,86572238.0,TwentiethCenturyFox,106.0,March,273
StreetsofFire,Action,1984,6.7,19000.0,WalterHill,WalterHill,MichaelPare,UnitedStates,14500000.0,8089290.0,UniversalPictures,93.0,June,274
SixteenCandles,Comedy,1984,7.0,108000.0,JohnHughes,JohnHughes,MollyRingwald,UnitedStates,6500000.0,23686027.0,UniversalPictures,93.0,May,275
ThisIsSpinalTap,Comedy,1984,7.9,132000.0,RobReiner,ChristopherGuest,RobReiner,UnitedStates,2500000.0,4736202.0,SpinalTapProd,82.0,March,276
TopSecret!,Comedy,1984,7.2,62000.0,JimAbrahams,JimAbrahams,ValKilmer,UnitedKingdom,9000000.0,20458340.0,KingsmereProperties,90.0,June,277
ConantheDestroyer,Action,1984,5.9,77000.0,RichardFleischer,RobertEHoward,ArnoldSchwarzenegger,UnitedStates,18000000.0,31042035.0,DinoDeLaurentiisCompany,103.0,June,278
ChildrenoftheCorn,Horror,1984,5.6,49000.0,FritzKiersch,StephenKing,PeterHorton,UnitedStates,800000.0,14568989.0,HalRoachStudios,92.0,March,279
TheLastStarfighter,Action,1984,6.8,39000.0,NickCastle,JonathanRBetuel,LanceGuest,UnitedStates,15000000.0,28733290.0,LorimarFilmEntertainment,101.0,July,280
Splash,Comedy,1984,6.3,71000.0,RonHoward,BrianGrazer,TomHanks,UnitedStates,8000000.0,69821334.0,TouchstonePictures,111.0,March,281
BloodSimple,Crime,1984,7.6,91000.0,JoelCoen,JoelCoen,JohnGetz,UnitedStates,1500000.0,4228292.0,RiverRoadProductions,99.0,January,282
TheNatural,Drama,1984,7.5,46000.0,BarryLevinson,BernardMalamud,RobertRedford,UnitedStates,28000000.0,47951979.0,TriStarPictures,138.0,May,283
BachelorParty,Comedy,1984,6.3,36000.0,NealIsrael,BobIsrael,TomHanks,UnitedStates,5000000.0,38435947.0,BachelorPartyProductions,105.0,June,284
Fridaythe13th:theFinalChapter,Horror,1984,6.0,47000.0,JosephZito,VictorMiller,ErichAnderson,UnitedStates,2600000.0,32980880.0,ParamountPictures,91.0,April,285
AgainstAllOdds,Action,1984,5.9,11000.0,TaylorHackford,EricHughes,RachelWard,UnitedStates,13000000.0,21689062.0,ColumbiaPictures,128.0,March,286
Supergirl,Action,1984,4.4,19000.0,JeannotSzwarc,DavidOdell,HelenSlater,UnitedKingdom,35000000.0,14296438.0,ArtistryLimited,124.0,November,287
TheBounty,Adventure,1984,7.0,25000.0,RogerDonaldson,RobertBolt,MelGibson,UnitedKingdom,25000000.0,8613462.0,DinoDeLaurentiisCompany,132.0,May,288
Firestarter,Action,1984,6.1,30000.0,MarkLLester,StephenKing,DrewBarrymore,UnitedStates,15000000.0,17080167.0,DinoDeLaurentiisCompany,114.0,May,289
CHUD,Horror,1984,5.6,11000.0,DouglasCheek,ParnellHall,JohnHeard,UnitedStates,1250000.0,4654423.0,CHUDProductions,88.0,August,290
TheWomaninRed,Comedy,1984,6.0,15000.0,GeneWilder,Jean-LoupDabadie,GeneWilder,UnitedStates,9000000.0,25348610.0,OrionPictures,87.0,August,291
StarTrekIII:TheSearchforSpock,Action,1984,6.7,76000.0,LeonardNimoy,GeneRoddenberry,WilliamShatner,UnitedStates,17000000.0,76471046.0,ParamountPictures,105.0,June,292
RepoMan,Action,1984,6.9,35000.0,AlexCox,AlexCox,HarryDeanStanton,UnitedStates,1500000.0,129000.0,EdgeCityProductions,92.0,March,293
2010:theYearWeMakeContact,Adventure,1984,6.8,50000.0,PeterHyams,ArthurCClarke,RoyScheider,UnitedStates,28000000.0,40400657.0,Metro-Goldwyn-Mayer(MGM),116.0,December,294
TheKillingFields,Biography,1984,7.8,53000.0,RolandJoffe,BruceRobinson,SamWaterston,UnitedKingdom,14400000.0,34700291.0,GoldcrestFilmsInternational,141.0,February,295
TheCottonClub,Crime,1984,6.5,17000.0,FrancisFordCoppola,WilliamKennedy,RichardGere,UnitedStates,58000000.0,25928721.0,ZoetropeStudios,127.0,December,296
Starman,Romance,1984,7.0,44000.0,JohnCarpenter,BruceAEvans,JeffBridges,UnitedStates,22000000.0,28744356.0,ColumbiaPictures,115.0,December,297
NightoftheComet,Comedy,1984,6.4,19000.0,ThomEberhardt,ThomEberhardt,CatherineMaryStewart,UnitedStates,700000.0,14418922.0,AtlanticEntertainmentGroup,95.0,November,298
ThePhiladelphiaExperiment,Adventure,1984,6.1,15000.0,StewartRaffill,MichaelJanover,MichaelPare,UnitedStates,21000000.0,8103330.0,NewWorldPictures,102.0,August,299
Bolero,Comedy,1984,3.0,5100.0,JohnDerek,JohnDerek,BoDerek,UnitedStates,7000000.0,8914881.0,CityFilms,105.0,August,300
CannonballRunII,Action,1984,5.1,15000.0,HalNeedham,BrockYates,BurtReynolds,HongKong,20000000.0,28078073.0,ArcafinBV,108.0,June,301
StrangerThanParadise,Comedy,1984,7.5,36000.0,JimJarmusch,JimJarmusch,JohnLurie,UnitedStates,90000.0,2436000.0,CinesthesiaProductions,89.0,October,302
TheIcePirates,Action,1984,5.7,10000.0,StewartRaffill,StewartRaffill,RobertUrich,UnitedStates,9000000.0,14255801.0,Metro-Goldwyn-Mayer(MGM),91.0,March,303
APassagetoIndia,Adventure,1984,7.3,18000.0,DavidLean,EMForster,JudyDavis,UnitedKingdom,16000000.0,27201487.0,EMIFilms,164.0,February,304
PurpleRain,Drama,1984,6.5,20000.0,AlbertMagnoli,AlbertMagnoli,Prince,UnitedStates,7200000.0,70263155.0,WarnerBros,111.0,July,305
TheHotelNewHampshire,Comedy,1984,6.0,8000.0,TonyRichardson,JohnIrving,RobLowe,UnitedKingdom,7500000.0,5142858.0,FilmlineProductions,109.0,March,306
